sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,Oxygen Diss,Temp Water,pH,ln Turd,ln Cond,ln Coliform
AN-62M01,R.OUSE THE POINT KINGS LYNN,2012-07-04T09:54:00,6.82,17.02,8.03,4.007333185,10.48430359,4.290459441
SW-82518086,CAMEL SHELLFISH WATER,2012-04-25T10:48:00,9.57,10.71,8.01,3.020424886,10.49404814,8.433811582
TH-PKER0332,DUN AT HUNGERFORD,2012-04-23T12:00:00,12.54,9.9,7.93,1.131402111,6.33150185,5.634789603
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2012-03-28T16:27:00,14.9,10.9,8.15,1.916922612,7.071573364,3.583518938
SW-50024527,BRANKSOME CHINE (19170),2011-08-30T11:20:00,6.88,17.5,8.01,0,6.419994928,2.397895273
SO-F0017447,ALDINGBOURNE RIFE LONGBROOK ROAD,2011-08-30T10:10:00,7.38,12.44,7.7,0,6.388561406,2.397895273
SW-82315140,TREVAUNANCE COVE BEACH (31700),2011-08-25T14:00:00,10.3,17.18,7.62,0,5.66296048,3.401197382
SW-70514559,CORYTON COVE     DAWLISH (22600),2011-08-08T14:00:00,7.5,18.5,7.9,0,6.214608098,2.917770732
SW-70710124,DARTMOUTH CASTLE AND SUGARY COVE (24700),2011-07-21T12:40:00,7.2,16.3,8.16,0,10.87424753,0.693147181
SW-E8900900,WESTON UPHILL SLIPWY (35700),2011-06-20T11:30:00,7.26,17.2,7.2,0,6.466144724,2.890371758
SW-70314532,SIDMOUTH (JACOBS LADDER) BEACH (21900),2011-06-20T11:10:00,10.1,14.5,8.1,0,6.802394763,0.693147181
AN-62M01,R.OUSE THE POINT KINGS LYNN,2011-06-14T16:17:00,7.63,17.77,8.06,4.139955073,10.7208857,3.988984047
SW-82514969,TOWAN BEACH     NEWQUAY (32300),2011-06-03T14:50:00,8.81,13.41,7.75,0,5.703782475,0.693147181
SW-72815051,HARTLAND QUAY BEACH (33800),2011-05-10T10:10:00,12,13.91,9.2,0,6.73459166,1.386294361
SO-G0003619,BEAULIEU RIVER-SHELLFISH WATER,2011-05-06T13:45:00,9.23,14.36,8.3,0,10.87509946,2.302585093
SW-E0900560,DUNSTER NORTHWEST (35100),2011-05-06T10:15:00,7.61,13.4,7.7,0,10.80456312,2.63905733
SO-DUMPARUN,DUMP ARUN AND ADUR,2011-02-02T10:24:00,10.7,3.58,7.21,3.100092289,5.82008293,4.094344562
SO-DUMPARUN,DUMP ARUN AND ADUR,2011-01-31T11:56:00,13.3,2.68,7.64,3.265759411,6.280395839,5.940171253
SO-F0001974,EAST STREAM BARNHORN BRIDGE,2010-09-29T11:23:00,10.8,12.57,7.18,1.547562509,5.897153868,6.65929392
SW-73015036,PUTSBOROUGH BEACH (34300),2010-08-17T12:30:00,8.22,17.7,8.21,0,6.498282149,0.693147181
SW-82114910,LONG ROCK (PRE 2024) (30300),2010-08-11T13:30:00,9.93,15.48,8.26,0,5.609471795,2.564949357
SW-82515105,PORTHCOTHAN BEACH (WEST) (32550),2010-08-11T13:20:00,10.3,18.03,8.09,0,5.680172609,0.693147181
SW-81910137,CARRICK ROADS SHELLFISH WATER,2010-08-04T10:45:00,8.4,15.416,8.098,0,5.988961417,0.693147181
SW-82215391,HAYLE TOWANS (31300),2010-07-29T10:25:00,10.4,17.39,8.1,0,2.163323026,0.693147181
SW-C2710000,HIGHCLIFFE CASTLE (18700),2010-07-26T14:15:00,9.68,15.3,7.3,0,5.501258211,0.693147181
SO-F0017287,WARNHAM MILL POND - EAST INLET,2010-07-14T11:42:00,2.3,18.95,7.66,2.104134154,6.539585956,2.302585093
SW-70614740,ANSTEY'S COVE     TORQUAY (23501),2010-07-07T13:25:00,9.01,15.2,7.98,0.336472237,6.70073111,0.693147181
SW-E8901600,WESTON SAND BAY (35900),2010-05-20T11:50:00,10.4,12.8,7.97,0,5.666426688,2.397895273
SO-5GWQ0494,EGYPT FARM POINT A,2010-04-13T11:14:00,5.65,12.27,8.319,2.014903021,6.951772164,0.693147181
SO-F0001821,EMSWORTH CHANNEL-SFW,2009-10-01T12:01:00,7.83,16.843,8.204,1.609437912,10.8927499,0.693147181
SO-F0001807,THORNHAM CHANNEL-SFW,2009-10-01T10:46:00,7.82,16.772,8.234,1.658228077,10.89291722,0.693147181
SO-F0001801,CHICHESTER CHANNEL-S/F WATER,2009-10-01T09:20:00,7.05,16.606,8.251,1.30833282,10.40259478,0.693147181
SO-G0003677,APPROACHES SOTON WATER-SFW,2009-08-26T13:39:00,7.01,19.23,8.09,1.029619417,10.87028127,0.693147181
SW-81910640,PENRYN SHELLFISH WATER,2009-08-12T12:00:00,10,16.8,8.17,0,6.070737728,2.197224577
SO-F0001821,EMSWORTH CHANNEL-SFW,2009-07-21T11:51:00,7.76,18.055,8.151,1.386294361,10.87612081,0.693147181
SO-F0001807,THORNHAM CHANNEL-SFW,2009-07-21T11:07:00,7.74,18.019,8.154,1.064710737,10.87725443,0.693147181
SO-F0001801,CHICHESTER CHANNEL-S/F WATER,2009-07-21T10:18:00,6.91,18.342,8.154,1.029619417,10.84061959,1.386294361
SO-F0001821,EMSWORTH CHANNEL-SFW,2009-06-04T10:31:00,8.44,16.424,8.241,1.386294361,10.87721666,0.693147181
SO-F0001801,CHICHESTER CHANNEL-S/F WATER,2009-06-04T09:25:00,7.52,18.853,8.23,0.916290732,10.85371584,0.693147181
SO-F0001807,THORNHAM CHANNEL-SFW,2009-06-04T08:02:00,8.09,17.094,8.277,1.098612289,10.87453159,0.693147181
SO-E0001201,GREAT STOUR SPORTS GROUND L/W,2009-05-21T13:36:00,8.6,15.85,8.16,3.122364924,10.557608,4.110873864
SO-G0003677,APPROACHES SOTON WATER-SFW,2009-05-14T15:40:00,8.54,12.942,8.146,1.62924054,10.86435004,0.693147181
SW-E8902100,CLEVEDON (36000),2009-05-13T11:11:00,10.5,11.7,8.03,0,5.579729826,3.068052935
AN-OAE047,BUTLEY R. BUTLEY MILL,2009-05-11T12:00:00,9.24,13.64,8.1,0.955511445,6.635946556,1.386294361
AN-NE13,R.COLNE ROWHEDGE FERRY,2009-04-28T13:35:00,6.95,13.98,7.91,2.879198457,10.49130199,4.852030264
AN-OAE047,BUTLEY R. BUTLEY MILL,2009-04-20T12:00:00,8.86,13.01,7.74,1.193922468,6.705639095,2.63905733
AN-OAE047,BUTLEY R. BUTLEY MILL,2009-03-23T10:58:00,9.32,8.63,7.76,1.774952351,6.777646594,4.33073334
AN-NE13,R.COLNE ROWHEDGE FERRY,2008-12-11T10:15:00,10.1,3.2,7.93,3.157000421,10.66146227,4.744932128
AN-OAE047,BUTLEY R. BUTLEY MILL,2008-10-13T12:40:00,8.11,13.24,7.67,0.262364264,6.792344427,3.295836866
AN-NE1075,R.COLNE WIVENHOE BARRIER,2008-09-25T11:55:00,6.52,14.96,7.75,2.960105096,10.49440819,7.402451521
SW-82514969,TOWAN BEACH     NEWQUAY (32300),2008-09-16T10:30:00,8.42,13.5,7.6,0,5.398162702,3.650658241
SO-F0001920,FELPHAM EC BW (15650),2008-08-11T11:25:00,9.95,18,8.14,0,5.92157842,3.091042453
AN-CR01,R.CROUCH MEMORIAL PARK WICKFORD,2008-08-06T18:00:00,12.2,20.82,8.58,1.255616037,6.800170068,8.127109185
SW-82515002,LUSTY GLAZE (32330),2008-08-05T10:00:00,9.15,17.2,7.92,0,6.040254711,2.564949357
SW-C2710000,HIGHCLIFFE CASTLE (18700),2008-07-24T13:10:00,4.91,21.18,7.59,5.429345629,9.844586445,0.693147181
SW-82515060,MAWGAN PORTH BEACH (32500),2008-07-02T11:45:00,8.8,16,8.1,0,10.68281243,3.135494216
TH-PTTB0002,BATHING WATER EEC - THORPE BAY (11800),2008-07-01T11:00:00,8.66,19.3,8.1,0,5.976350909,1.386294361
SW-73115166,COMBE MARTIN BEACH (34700),2008-07-01T10:30:00,8.73,13.5,7.5,0,5.267858159,1.386294361
SW-72920121,RIVER TORRIDGE AT BEAM BRIDGE,2008-07-01T08:55:00,8.95,15.5,7.7,1.098612289,4.912654886,5.298317367
SW-E0900100,PORLOCK WEIR (34900),2008-06-24T12:00:00,8.84,12.68,8,0,6.311734809,0.693147181
TH-PGWB0001,BATHING WTR-HAMPSTEAD LADIES POND 11910,2008-06-20T14:05:00,10.5,13.3,7,0,5.220355825,2.708050201
SW-81414820,EAST LOOE BEACH (27000),2008-06-11T13:45:00,8.96,17,7.8,1.62924054,5.278114659,0.693147181
SW-82515145,CONSTANTINE BAY BEACH (32700),2008-06-11T11:00:00,8.56,16,7.6,0,5.214935758,0.693147181
SW-50044589,CHURCH OPE COVE (20500),2008-06-06T11:00:00,8.2,16.8,7.7,0.832909123,5.758901774,1.791759469
SW-72815051,HARTLAND QUAY BEACH (33800),2008-05-28T10:00:00,8.6,12,7.4,0,6.28785856,2.564949357
SW-82615254,SANDYMOUTH (33700),2008-05-21T14:36:00,8.54,14.228,8.213,0,10.64304111,0.693147181
SW-82514949,CRANTOCK BEACH (32100),2008-05-14T10:00:00,9.53,16.1,7.3,0.741937345,5.278114659,0.693147181
SW-52804350,AVON BEACH (18800),2008-05-08T11:35:00,8.65,14.46,8.03,0,10.4968144,3.044522438
SO-G0003677,APPROACHES SOTON WATER-SFW,2008-05-08T10:11:00,8.8,13.5,8.07,1.916922612,10.5789798,2.079441542
TH-PTTB0025,BATHING WATER EEC - JUBILEE (11830),2008-05-06T13:30:00,10.7,15.41,8.4,0,5.393627546,3.157000421
TH-PTTB0008,BATHING WATER EEC - SHOEBURY (11770),2008-05-06T12:50:00,10.7,16.39,8.17,1.589235205,5.135798437,0.693147181
SW-81914914,PORTHALLOW BEACH (28900),2008-05-06T10:20:00,10.8,11.8,7.4,0,5.283203729,0.693147181
SW-81950522,CARNON RIVER AT DEVORAN BRIDGE,2008-04-09T11:00:00,10.2,10.5,6.3,1.335001067,6.406879986,2.708050201
SW-81950522,CARNON RIVER AT DEVORAN BRIDGE,2008-03-25T12:57:00,9.89,12,6.28,1.547562509,6.336825731,2.302585093
SW-70220159,RIVER AXE AT WHITFORD BRIDGE,2008-03-25T12:10:00,12.6,7.4,8,1.098612289,6.077642243,5.560681631
SW-91213004,LYMPSCOTT FEEDER INFLOW TO UPPR TAMAR LK,2008-02-07T13:00:00,10.5,9.3,6.82,4.237000863,6.50578406,4.276666119
NE-43100155,NORTH TYNE AT CHOLLERFORD,2008-02-07T12:30:00,13.3,5.3,7.7,1.481604541,4.919980926,6.131226489
SO-E0001519,NEW ROMNEY WWTW FINAL EFFLUENT,2008-01-08T12:30:00,12.6,9.14,7.86,1.704748092,7.237059026,2.302585093
SW-81950522,CARNON RIVER AT DEVORAN BRIDGE,2008-01-08T12:09:00,9.82,11.8,6.44,1.791759469,6.416732283,2.890371758
AN-53M14,MIDDLE LEVEL MD MULLICOURT PRIORY SLUICE,2007-11-20T15:25:00,11.3,6.4,8.24,0.587786665,7.53369371,4.248495242
SW-82315032,PORTREATH BEACH (31500),2007-09-18T13:10:00,11.2,14.6,8.19,0,6.71417053,0.693147181
SW-82315083,PORTHTOWAN BEACH (31600),2007-09-18T12:45:00,9.37,16.48,8.56,0,6.701960366,0.693147181
SW-52804344,FRIARS CLIFF (18750),2007-09-18T11:55:00,9.15,13.52,8.15,0.182321557,6.858565035,0.693147181
NE-42100093,BAMBURGH CASTLE (03700),2007-09-18T10:45:00,11.1,14.37,8.38,0.182321557,7.544332108,0.693147181
AN-BLA03,BLAKENEY CHANNEL AT BLAKENEY HOTEL,2007-09-13T10:32:00,8.5,16.61,8.2,0.641853886,10.81174611,2.079441542
AN-BLA05,CLEY CHANNEL AT THE MARRAMS (BLAKENEY),2007-09-13T10:01:00,8.16,16.49,8.14,1.193922468,10.77058804,3.871201011
SW-81310609,MENHENIOT STREAM U/S MENHENIOT STW,2007-08-22T12:12:00,9.31,14.1,7.67,1.568615918,5.572154032,6.56667243
SW-70614710,ODDICOMBE BEACH (23300),2007-08-09T13:40:00,10.6,15.57,7.77,0.832909123,6.834108739,2.397895273
SW-70414533,BUDLEIGH SALTERTON BEACH (22100),2007-08-08T16:45:00,8.85,20.26,8.17,1.808288771,6.680854679,0.693147181
NE-49000264,TUNSTALL (08800),2007-08-08T14:45:00,14.8,18.8,8.57,1.064710737,6.74051936,2.995732274
SW-82514993,FISTRAL NORTH (32200),2007-08-07T11:40:00,8.34,19.27,7.8,0.875468737,6.663132696,0.693147181
SW-82114893,MARAZION (30200),2007-08-01T13:15:00,9.2,18.2,8.3,0,10.76214917,2.397895273
SO-G0003531,HILLHEAD (16850),2007-07-31T11:00:00,7.76,16.28,7.83,1.30833282,6.792344427,3.80666249
AN-BUR120,R.BURE HORSTEAD MILL,2007-07-24T11:43:00,7.67,15.21,7.79,1.30833282,6.610696045,6.551080335
NW-88009868,ASKAM-IN-FURNESS AT DUDDON ROAD,2007-07-13T11:46:00,10.1,16.4,7.9,1.098612289,5.707110265,3.610917913
SW-82518086,CAMEL SHELLFISH WATER,2007-07-10T14:15:00,8.32,16,8.11,0.587786665,10.8376182,1.791759469
SW-82514997,TOLCARNE BEACH  (NEWQUAY) (32320),2007-07-06T12:50:00,9.52,13.7,8.14,2.587764035,4.691347882,0.693147181
SW-81814835,POLSTREATH BEACH  (28000),2007-06-26T14:15:00,7.12,17.6,8,0.693147181,7.489970899,1.386294361
SW-E8900900,WESTON UPHILL SLIPWY (35700),2007-06-20T10:45:00,8.05,17.7,7.98,0,6.459904454,3.725693427
SW-82315140,TREVAUNANCE COVE BEACH (31700),2007-06-19T12:30:00,5.56,19.61,7.9,1.526056303,6.576469569,1.791759469
NE-43200040,SOUTH TYNE AT WARDEN BRIDGE,2007-06-13T12:59:00,10.5,13.1,7.2,3.737669618,4.532599493,11.15625052
SO-Y0004269,GURNARD BAY (17700),2007-06-13T12:25:00,21.7,22.1,9.46,0,6.306275287,0.693147181
SW-81915046,POLDHU COVE BEACH (29500),2007-06-12T12:45:00,7.52,18.8,7.8,0.693147181,5.220355825,1.386294361
SW-81614829,POLKERRIS BEACH (27200),2007-06-11T12:00:00,11.4,14.49,7.81,1.098612289,7.029972912,3.433987204
SW-81950522,CARNON RIVER AT DEVORAN BRIDGE,2007-06-05T13:50:00,8.54,17.7,6.28,1.808288771,6.525029658,2.302585093
AN-62M09H,THE WASH CORK HOLE TIDE GAUGE H/W,2007-05-24T12:37:00,14.2,15.7,8.6,1.131402111,10.77356679,0.693147181
SW-81814866,PORTMELLON BEACH (28100),2007-05-23T13:10:00,15.1,14.9,8.69,1.360976553,6.634633358,0.693147181
SO-Y0004270,COWES (17800),2007-05-23T11:45:00,9.3,16.41,8.17,1.098612289,6.684611728,3.465735903
SO-G0003591,LEPE (17000),2007-05-22T14:50:00,11.5,17.6,7.92,0.875468737,6.779921907,0.693147181
NE-49000064,CAYTON BAY (07500),2007-05-21T12:10:00,10.6,15.95,8.11,0,6.49375384,0.693147181
SO-Y0004259,COLWELL BAY (17600),2007-05-16T14:10:00,9.03,13.6,8.2,0.641853886,6.458338283,1.945910149
SW-50054425,SEATOWN (21200),2007-05-16T13:30:00,10.2,13.6,8.3,0.875468737,7.549609165,2.197224577
SW-82615236,CROOKLETS (33600),2007-05-14T13:10:00,9.58,14.6,6.27,1.722766598,6.242223265,2.397895273
SO-F0001920,FELPHAM EC BW (15650),2007-05-08T11:15:00,15.2,14,8.86,1.902107526,6.800170068,3.044522438
SW-70814894,HOPE COVE BEACH (25400),2007-05-03T10:00:00,9.88,13,8.3,0.955511445,5.942799375,0.693147181
SW-81950522,CARNON RIVER AT DEVORAN BRIDGE,2007-03-13T10:06:00,9.28,11.6,6.26,1.589235205,6.265301213,2.890371758
SW-82514923,HOLYWELL BAY BEACH (32000),2005-06-28T12:00:00,18.4,15.74,8.01,0,6.01615716,0.693147181
SW-70314528,SIDMOUTH (TOWN) BEACH,2005-05-17T15:00:00,18.2,12.7,8,0,5.953243334,0.693147181
SO-Y0004293,WHITECLIFF BAY (18300),2005-05-17T12:00:00,17.4,12.5,8.9,0,5.998936562,0.693147181
SW-81614842,PAR SANDS  (27300),2004-08-11T14:30:00,6,19.16,8.05,0,6.040254711,4.17438727
SW-70814888,MOUTHWELL SANDS,2004-08-11T14:00:00,5.8,18.5,8,0,6.03787092,1.386294361
SW-70816005,BANTHAM BEACH (25700),2004-08-11T13:00:00,6.8,18.8,8.1,2.747270914,6.033086222,4.025351691
SW-50600151,LODMOOR (20600),2004-08-11T10:30:00,8.1,20,8.1,0,6.023447593,1.791759469
SW-82511846,ROCK BEACH,2004-06-09T15:30:00,12,17,8.05,0,6.013715156,1.791759469
SO-Y0004285,SPRING VALE,2004-06-09T14:00:00,11.2,18.9,8.2,0,6.018593214,0.693147181
TH-PGWL0118,KEYNES COUNTRY PARK LAKE 32 (11760),2004-06-09T13:00:00,10.9,18,7.98,0,6.021023349,4.025351691
SO-Y0004456,BEMBRIDGE (NEW) (18200),2004-06-09T12:30:00,10.6,17.9,8.1,0,6.021023349,2.302585093
SW-82615236,CROOKLETS (33600),2004-06-09T12:00:00,10.6,17.5,7.95,0,6.025865974,0.693147181
SW-81210296,JETTY EAST OF WEST HOE BW,2004-06-09T11:00:00,10.3,16.2,8.1,4.541164856,6.023447593,0.693147181
SW-81210340,PLYMOUTH HOE (EAST) (26400),2004-06-09T10:30:00,9.8,15.88,7.93,0,6.025865974,2.197224577
SW-73215133,LYNMOUTH BEACH,2004-06-09T10:00:00,9.8,16.9,8.09,0,6.02827852,0.693147181
TH-PTTB0007,BATHING WATER - CANVEY ISLAND,2004-05-19T15:00:00,10.8,15.53,7.78,0,6.144185634,2.351375257
SW-81814866,PORTMELLON BEACH (28100),2004-05-19T14:00:00,10.7,16.37,8.18,0,6.144185634,0.693147181
TH-PTTB0025,BATHING WATER EEC - JUBILEE (11830),2004-05-19T13:00:00,11.4,19.38,7.85,0,6.146329258,0.693147181
TH-PTTB0001,BATHING WATER EEC - SHOEBURYNESS (11780),2004-05-19T12:30:00,11.3,17.67,7.95,0,6.142037406,0.693147181
SO-E0000086,FOLKESTONE (13300),2004-05-19T12:00:00,11.3,13.5,7.8,0,6.139884552,3.828641396
SO-Y0004255,COMPTON BAY (17400),2004-05-19T10:30:00,11.1,14,7.7,0,6.144185634,0.693147181
SW-70710134,DARTMOUTH SUGARY COVE,2004-05-19T10:00:00,11.1,13.6,7.7,0,6.144185634,0.693147181
NW-88020891,PEEL GILL AT SKELTON WOOD END,2002-12-12T12:40:00,12.5,3.4,7.5,2.079441542,5.313205979,5.913503006
AN-ANCOC,R.ANCHOLME HORKSTOW BOTTOM,2002-10-10T11:00:00,8.48,12.44,8.08,0.587786665,7.420578905,3.401197382
AN-51M01,TEN MILE R. DENVER SLUICE,2002-10-09T10:45:00,8.13,12.9,8.1,0.641853886,6.728628613,2.995732274
AN-ANCOC,R.ANCHOLME HORKSTOW BOTTOM,2002-09-16T10:50:00,7.11,16.33,8.21,1.064710737,7.073269717,4.394449155
SW-81814904,VAULT BEACH (28300),2002-08-06T13:30:00,7.6,19.3,8.12,2.243896097,6.280395839,2.302585093
SW-81614842,PAR SANDS  (27300),2002-08-05T13:10:00,9.1,18.85,8.17,2.332143895,6.070737728,2.302585093
SW-70314532,SIDMOUTH (JACOBS LADDER) BEACH (21900),2002-08-05T11:55:00,8.6,18,7.8,1.824549292,5.932245187,2.302585093
TH-PGWB0003,BATHING WTR - HAMPSTEAD MIXED POND 11930,2002-07-15T11:50:00,9.61,18,7.9,0.587786665,6.677083461,3.90197267
SW-81915046,POLDHU COVE BEACH (29500),2002-06-28T14:00:00,16.9,16.31,8.02,3.314186005,6.65415252,2.302585093
SO-E0000019,TANKERTON-*CLOSED*,2002-06-26T14:05:00,7.3,22.1,7.8,2.360854001,6.489204931,2.302585093
SW-70816005,BANTHAM BEACH (25700),2002-06-25T11:00:00,11.4,15,7.9,2.388762789,6.29156914,2.302585093
SW-81814942,PORTHLUNEY BEACH (28400),2002-06-11T11:25:00,11.2,12.44,8.26,4.172847624,5.318119994,2.890371758
SW-82114824,PRAA SANDS (EAST) (29900),2002-05-28T11:10:00,9.6,13.13,8,2.163323026,6.011267174,2.302585093
SW-E0900100,PORLOCK WEIR (34900),2002-05-16T10:40:00,11.7,12.3,7.83,0,4.564348191,2.302585093
SO-E0000053,RAMSGATE SANDS (12850),2002-05-15T14:15:00,10.6,13.6,7.9,4.762173935,5.537334267,2.302585093
TH-PTTB0008,BATHING WATER EEC - SHOEBURY (11770),2002-05-15T14:00:00,11.1,17.2,7.9,0,5.472270674,2.302585093
SW-70614872,PAIGNTON (PRESTON SANDS) (24000),2002-05-15T10:45:00,11.9,12.5,8,0,4.615120517,2.302585093
SW-70514559,CORYTON COVE     DAWLISH (22600),2002-05-14T10:30:00,9.65,12,8,1.386294361,6.711740395,2.890371758
TH-PGWL0034,"FRENSHAM GREAT POND, BEACH (11945)",2002-05-09T13:35:00,9.3,12.6,9.2,2.509599262,6.522092798,2.302585093
SW-82515216,HARLYN BAY BEACH (32900),2002-05-07T14:05:00,10.9,11.8,8.1,3.288401888,5.267858159,2.302585093
NW-88003521,RIVER CALDER AT WHALLEY,2002-01-23T11:30:00,8.9,7.6,7.6,2.821378886,6.248042875,11.51292546
SW-70414504,LADRAM BAY BEACH (22000),2000-06-07T09:30:00,10.9,15.1,7.55,2.151762203,5.129898715,3.988984047
SO-F0001858,NEWHAVEN WEST QUAY BEACH,2000-06-05T10:30:00,10.7,16,7.74,4.383275854,5.638354669,3.135494216
SO-E0000019,TANKERTON-*CLOSED*,2000-05-09T08:35:00,9.35,14.2,7.44,2.118662255,5.433722004,2.302585093
