sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,Oxygen Diss,Temp Water,pH,ln Turd,ln Cond,ln Coliform,cos_day_of_year,sin_day_of_year,cos_time_of_day,sin_time_of_day,Oxygen Diss * Temp Water,Oxygen Diss * pH,Oxygen Diss * ln Turd,Oxygen Diss * ln Cond,Oxygen Diss * cos_day_of_year,Oxygen Diss * sin_day_of_year,Oxygen Diss * cos_time_of_day,Temp Water * pH,Temp Water * ln Turd,Temp Water * ln Cond,Temp Water * cos_day_of_year,Temp Water * sin_day_of_year,Temp Water * cos_time_of_day,pH * ln Turd,pH * ln Cond,pH * cos_day_of_year,pH * sin_day_of_year,pH * cos_time_of_day,ln Turd * ln Cond,ln Turd * cos_day_of_year,ln Turd * sin_day_of_year,ln Turd * cos_time_of_day,ln Cond * cos_day_of_year,ln Cond * sin_day_of_year,ln Cond * cos_time_of_day,cos_day_of_year * sin_day_of_year,cos_day_of_year * cos_time_of_day,sin_day_of_year * cos_time_of_day,Oxygen Diss n/(n+1),Temp Water n/(n+1),pH n/(n+1),ln Turd n/(n+1),ln Cond n/(n+1),cos_day_of_year n/(n+1),sin_day_of_year n/(n+1)
NW-88004590,RIVER CRAKE AT WATER YEAT,2023-02-27T10:30:00,12.1,6.2,8.21,1.00E-07,4.060443011,2.302585093,0.542202159,0.84024807,-0.923879533,0.382683432,75.02,99.341,1.21E-06,49.13136043,6.560646124,10.16700165,-11.17894235,50.902,6.20E-07,25.17474667,3.361653386,5.209538034,-5.728053105,8.21E-07,33.33623712,4.451479725,6.898436655,-7.585050966,4.06E-07,5.42E-08,8.40E-08,-9.24E-08,2.201580967,3.411779403,-3.751360193,0.455584318,-0.500929477,-0.776287995,0.923664122,0.861111111,0.891422367,1.00E-07,0.802388843,0.351576579,0.456595001
NE-49000700,ESK AT BRIGGSWATH FOOTBRIDGE,2023-02-27T10:17:00,12.2,6.3,8.25,1.410986974,5.429345629,6.522092798,0.542202159,0.84024807,-0.900698239,0.434445257,76.86,100.65,17.21404108,66.23801667,6.61486634,10.25102645,-10.98851852,51.975,8.889217936,34.20487746,3.415873602,5.293562841,-5.674398906,11.64064254,44.79210144,4.473167812,6.932046578,-7.430760472,7.66073596,0.765040184,1.185579082,-1.270873483,2.943802922,4.561997186,-4.890202047,0.455584318,-0.48836053,-0.756809957,0.924242424,0.863013699,0.891891892,0.585232102,0.844463176,0.351576579,0.456595001
MD-57403450,RIVER MANIFOLD - ILAM,2023-02-17T13:14:00,10.7,8.6,7.45,1.00E-07,6.206575927,3.295836866,0.678030602,0.735033674,-0.948323655,-0.317304656,92.02,79.715,1.07E-06,66.41036242,7.254927441,7.864860312,-10.14706311,64.07,8.60E-07,53.37655297,5.831063177,6.321289596,-8.155583433,7.45E-07,46.23899066,5.051327985,5.476000871,-7.06501123,6.21E-07,6.78E-08,7.35E-08,-9.48E-08,4.208248412,4.562042307,-5.885842768,0.498375324,-0.642992459,-0.69704982,0.914529915,0.895833333,0.881656805,1.00E-07,0.861237846,0.404063312,0.42364231
AN-RR0108,ROMAN RIVER BOUNSTEAD BRIDGE,2023-02-10T14:02:00,12.7,5,8.31,0.641853886,6.866933284,5.347107531,0.761417511,0.64826181,-0.86162916,-0.507538363,63.5,105.537,8.151544352,87.21005271,9.67000239,8.232924987,-10.94269033,41.55,3.20926943,34.33466642,3.807087555,3.24130905,-4.3081458,5.333805793,57.06421559,6.327379516,5.387055641,-7.16013832,4.407567813,0.488718788,0.416089362,-0.553040025,5.228603249,4.4515706,-5.916749957,0.493597894,-0.65605953,-0.558561279,0.927007299,0.833333333,0.892588614,0.390932404,0.872885664,0.432275429,0.393300267
SW-50450129,RIVER PIDDLE AT WEST MILLS,2022-11-04T12:28:00,9.76,11.6,7.65,2.564949357,6.133398043,7.313220387,0.55299746,-0.833182939,-0.992546152,-0.121869343,113.216,74.664,25.03390572,59.8619649,5.39725521,-8.131865485,-9.687250444,88.74,29.75341254,71.1474173,6.414770536,-9.664922092,-11.51353536,19.62186258,46.92049503,4.230430569,-6.373849483,-7.592978063,15.73185537,1.418410479,-2.137072044,-2.545830614,3.391753539,-5.110242608,-6.087680626,-0.460748049,-0.548875501,0.82697252,0.907063197,0.920634921,0.884393064,0.719491106,0.859814356,0.356083944,-4.994590685
SW-72934611,RIVER WALDON AT HENSCOTT BRIDGE,2022-10-27T10:13:00,9.57,13.6,7.53,1.00E-07,5.438079309,5.966146739,0.433468545,-0.901168697,-0.892978943,0.450098441,130.152,72.0621,9.57E-07,52.04241899,4.148293976,-8.62418443,-8.545808485,102.408,1.36E-06,73.9578786,5.895172212,-12.25589428,-12.14451362,7.53E-07,40.9487372,3.264018144,-6.785800288,-6.724131441,5.44E-07,4.33E-08,-9.01E-08,-8.93E-08,2.357236326,-4.900626845,-4.856090313,-0.390628284,-0.387078283,0.804724671,0.905392621,0.931506849,0.882766706,1.00E-07,0.844674172,0.302391389,-9.118251704
MD-57403450,RIVER MANIFOLD - ILAM,2022-10-21T14:19:00,9.29,10.4,7.54,0.832909123,6.091309882,5.393627546,0.338313018,-0.941033635,-0.821646938,-0.569996763,96.616,70.0466,7.737725753,56.5882688,3.142927937,-8.742202469,-7.633100054,78.416,8.662254879,63.34962277,3.518455387,-9.786749804,-8.545128155,6.280134787,45.92847651,2.550880156,-7.095393608,-6.195217913,5.073507572,0.281783999,-0.7837955,-0.684357231,2.06076943,-5.73212748,-5.004906113,-0.318363929,-0.277973855,0.773197405,0.90281827,0.912280702,0.882903981,0.454419214,0.85898233,0.25279065,-15.95882051
MD-57464620,RIVER HAMPS - WINKHILL,2022-10-21T13:52:00,10.2,11.5,8.04,2.197224577,5.983936281,7.863266724,0.338313018,-0.941033635,-0.882947593,-0.469471563,117.3,82.008,22.41169069,61.03615007,3.450792784,-9.598543077,-9.006065449,92.46,25.26808264,68.81526723,3.890599707,-10.8218868,-10.15389732,17.6656856,48.1108477,2.720036665,-7.565910425,-7.098898648,13.14805186,0.743349678,-2.067662231,-1.940034152,2.024443543,-5.63108531,-5.283502136,-0.318363929,-0.298712665,0.830883383,0.910714286,0.92,0.889380531,0.687228727,0.856814272,0.25279065,-15.95882051
AN-RR0108,ROMAN RIVER BOUNSTEAD BRIDGE,2022-10-19T12:11:00,9.65,11.6,7.75,1.410986974,6.674561392,5.560681631,0.305743076,-0.952114054,-0.998848386,-0.047978129,111.94,74.7875,13.6160243,64.40951743,2.950420683,-9.187900621,-9.638886925,89.9,16.3674489,77.42491215,3.546619682,-11.04452303,-11.58664128,10.93514905,51.72785079,2.369508839,-7.378883919,-7.741074992,9.417719181,0.431399498,-1.343420528,-1.409362062,2.040700931,-6.354943706,-6.666874874,-0.29110228,-0.305390978,0.951017586,0.906103286,0.920634921,0.885714286,0.585232102,0.869699394,0.234152554,-19.88295384
NW-88004397,RIVER KENT AT SEDGEWICK,2022-10-18T13:45:00,11.2,10.7,7.83,0.182321557,5.164785974,7.090076836,0.289319978,-0.957232443,-0.896872742,-0.44228869,119.84,87.696,2.042001438,57.84560291,3.240383754,-10.72100336,-10.04497471,83.781,1.95084066,55.26320992,3.095723765,-10.24238714,-9.596538339,1.427577791,40.44027418,2.265375428,-7.495130029,-7.02251357,0.94165182,0.052749269,-0.174524109,-0.163519235,1.494275764,-4.943900695,-4.632155758,-0.276946469,-0.259483202,0.858515686,0.918032787,0.914529915,0.886749717,0.154206405,0.837788367,0.224397344,-22.38221002
SW-50450129,RIVER PIDDLE AT WEST MILLS,2022-10-18T13:10:00,9.69,13,7.68,0.530628251,6.255750042,4.394449155,0.289319978,-0.957232443,-0.953716951,-0.3007058,125.97,74.4192,5.141787752,60.61821791,2.803510587,-9.275582373,-9.241517255,99.84,6.898167263,81.32475055,3.761159714,-12.44402176,-12.39832036,4.075224968,48.04416032,2.221977431,-7.351545162,-7.324546184,3.319477703,0.153521354,-0.507934577,-0.506069158,1.809913465,-5.988206896,-5.966214856,-0.276946469,-0.275929367,0.912928807,0.90645463,0.928571429,0.884792627,0.346673499,0.862178273,0.224397344,-22.38221002
NW-88004530,RIVER BRATHAY AT CLAPPERSGATE,2022-10-18T11:45:00,10.8,10.7,6.9,1.00E-07,3.850147602,5.010635294,0.289319978,-0.957232443,-0.997858923,0.065403129,115.56,74.52,1.08E-06,41.5815941,3.124655762,-10.33811038,-10.77687637,73.83,1.07E-06,41.19657934,3.095723765,-10.24238714,-10.67709048,6.90E-07,26.56601845,1.996307848,-6.604903857,-6.885226569,3.85E-07,2.89E-08,-9.57E-08,-9.98E-08,1.11392462,-3.685486195,-3.84190414,-0.276946469,-0.288700522,0.955182935,0.915254237,0.914529915,0.873417722,1.00E-07,0.793820708,0.224397344,-22.38221002
TH-PGWL0228,WOLVERCOTE STREAM,2022-10-18T10:30:00,10.4,10.6,6.9,1.00E-07,4.510859507,5.560681631,0.289319978,-0.957232443,-0.923879533,0.382683432,110.24,71.76,1.04E-06,46.91293887,3.008927771,-9.955217407,-9.608347143,73.14,1.06E-06,47.81511077,3.066791767,-10.1466639,-9.79312305,6.90E-07,31.1249306,1.996307848,-6.604903857,-6.374768778,4.51E-07,2.89E-08,-9.57E-08,-9.24E-08,1.305081773,-4.317941066,-4.167490775,-0.276946469,-0.267296806,0.884367462,0.912280702,0.913793103,0.873417722,1.00E-07,0.818540103,0.224397344,-22.38221002
NW-88024648,DUBBS BECK AT CAPPLE HOWE IMPOUNDMENT,2022-10-18T10:15:00,11.1,10,7.31,1.00E-07,4.418840608,4.700480366,0.289319978,-0.957232443,-0.896872742,0.44228869,111,81.141,1.11E-06,49.04913075,3.211451756,-10.62528012,-9.955287436,73.1,1.00E-06,44.18840608,2.89319978,-9.57232443,-8.96872742,7.31E-07,32.30172484,2.114929039,-6.997369158,-6.556139744,4.42E-07,2.89E-08,-9.57E-08,-8.97E-08,1.278458867,-4.22985759,-3.963137693,-0.276946469,-0.259483202,0.858515686,0.917355372,0.909090909,0.879663057,1.00E-07,0.81545868,0.224397344,-22.38221002
NW-88023151,RIVER GOWAN @ STUBBINGS BRIDGE,2022-10-18T10:00:00,11.1,10.1,7.42,0.336472237,4.356708827,2.302585093,0.289319978,-0.957232443,-0.866025404,0.5,112.11,82.362,3.734841831,48.35946798,3.211451756,-10.62528012,-9.612881984,74.942,3.398369594,44.00275915,2.922131778,-9.668047674,-8.74685658,2.496623999,32.3267795,2.146754237,-7.102664727,-6.425908498,1.465911565,0.09734814,-0.322082141,-0.291393505,1.260482902,-4.170383034,-3.773020522,-0.276946469,-0.250558451,0.828987613,0.917355372,0.90990991,0.881235154,0.251761486,0.813318209,0.224397344,-22.38221002
NW-88004590,RIVER CRAKE AT WATER YEAT,2022-10-17T13:10:00,9.95,12.4,7.04,1.00E-07,4.060443011,4.276666119,0.272811264,-0.962067572,-0.953716951,-0.3007058,123.38,70.048,9.95E-07,40.40140796,2.714472077,-9.572572341,-9.489483662,87.296,1.24E-06,50.34949334,3.382859674,-11.92963789,-11.82609019,7.04E-07,28.5855188,1.920591299,-6.772955707,-6.714167335,4.06E-07,2.73E-08,-9.62E-08,-9.54E-08,1.10773459,-3.906420549,-3.872513328,-0.26246287,-0.260184727,0.917540151,0.908675799,0.925373134,0.875621891,1.00E-07,0.802388843,0.214337563,-25.36266785
NE-49000700,ESK AT BRIGGSWATH FOOTBRIDGE,2022-10-11T13:55:00,10.6,10.1,8.23,1.902107526,5.525452939,6.887552572,0.172236243,-0.985055672,-0.876726756,-0.480988769,107.06,87.238,20.16233978,58.56980115,1.825704176,-10.44159012,-9.293303614,83.123,19.21128601,55.80707468,1.739586054,-9.949062287,-8.854940236,15.65434494,45.47447769,1.41750428,-8.107008181,-7.215461202,10.51000562,0.327611854,-1.873681807,-1.667628561,0.951683255,-5.442878758,-4.844312431,-0.169662288,-0.151004123,0.863624664,0.913793103,0.90990991,0.891657638,0.655422829,0.846753933,0.146929635,-65.91501953
SW-81522326,WARLEGGAN RIVER AT PANTERS BRIDGE,2022-10-05T13:25:00,10,13.9,7.42,2.397895273,4.543294782,5.669880923,0.069827976,-0.997559048,-0.932007869,-0.362438038,139,74.2,23.97895273,45.43294782,0.69827976,-9.97559048,-9.32007869,103.138,33.33074429,63.15179747,0.970608866,-13.86607077,-12.95490938,17.79238293,33.71124728,0.518123582,-7.401888136,-6.915498388,10.89434508,0.167440174,-2.392042126,-2.234857263,0.317249079,-4.532204818,-4.234386488,-0.069657529,-0.065080223,0.929732883,0.909090909,0.932885906,0.881235154,0.70570017,0.819601872,0.065270284,-408.6762247
SW-81520521,RIVER FOWEY AT DRAYNES BRIDGE,2022-10-05T12:55:00,9.6,13.9,6.95,0.78845736,4.418840608,7.60090246,0.069827976,-0.997559048,-0.97134207,-0.237685892,133.44,66.72,7.569190656,42.42086984,0.67034857,-9.576566861,-9.324883872,96.605,10.9595573,61.42188445,0.970608866,-13.86607077,-13.50165477,5.479778652,30.71094223,0.485304433,-6.933035384,-6.750827387,3.4840674,0.055056382,-0.786532773,-0.765861804,0.308558696,-4.40805443,-4.292205783,-0.069657529,-0.067826851,0.968971071,0.905660377,0.932885906,0.874213836,0.440858909,0.81545868,0.065270284,-408.6762247
SW-70220104,RIVER AXE AT AXE BRIDGE,2022-10-04T09:49:00,8.49,14.2,7.95,0.530628251,6.194405391,8.496990484,0.052658057,-0.998612602,-0.841039013,0.540974471,120.558,67.4955,4.505033851,52.59050177,0.447066904,-8.478220991,-7.14042122,112.89,7.534921164,87.96055655,0.747744409,-14.18029895,-11.94275398,4.218494595,49.24552286,0.418631553,-7.938970186,-6.686260153,3.286926499,0.027941853,-0.529892058,-0.44627906,0.326185352,-6.185811285,-5.209736596,-0.052584999,-0.04428748,0.839872157,0.894625922,0.934210526,0.888268156,0.346673499,0.861003106,0.050023896,-719.7737073
SW-81520593,RIVER FOWEY AT HARROWBRIDGE,2022-10-03T15:47:00,10.7,12.5,6.48,1.00E-07,4.276666119,5.480638923,0.035472556,-0.999370651,-0.54829323,-0.836286156,133.75,69.336,1.07E-06,45.76032747,0.379556349,-10.69326597,-5.866737561,81,1.25E-06,53.45832649,0.44340695,-12.49213314,-6.853665375,6.48E-07,27.71279645,0.229862163,-6.475921818,-3.55294013,4.28E-07,3.55E-09,-9.99E-08,-5.48E-08,0.151704278,-4.273974603,-2.34486708,-0.035450231,-0.019449362,0.547948162,0.914529915,0.925925926,0.86631016,1.00E-07,0.810486399,0.03425736,-1587.943496
NW-88004397,RIVER KENT AT SEDGEWICK,2022-09-29T13:45:00,10.8,12.1,8.11,1.00E-07,5.176149733,5.634789603,-0.033323526,-0.999444617,-0.896872742,-0.44228869,130.68,87.588,1.08E-06,55.90241712,-0.359894081,-10.79400186,-9.686225614,98.131,1.21E-06,62.63141177,-0.403214665,-12.09327987,-10.85216018,8.11E-07,41.97857433,-0.270253796,-8.105495844,-7.273637938,5.18E-07,-3.33E-09,-9.99E-08,-8.97E-08,-0.17248756,-5.173274987,-4.642347604,0.033305019,0.029886962,0.896374634,0.915254237,0.923664122,0.890230516,1.00E-07,0.838086827,-0.034472263,-1799.559254
NW-88004530,RIVER BRATHAY AT CLAPPERSGATE,2022-09-29T11:45:00,10.6,11.5,7.13,0.09531018,3.761200116,5.347107531,-0.033323526,-0.999444617,-0.997858923,0.065403129,121.9,75.578,1.010287908,39.86872123,-0.353229376,-10.59411294,-10.57730458,81.995,1.09606707,43.25380133,-0.383220549,-11.4936131,-11.47537761,0.679561583,26.81735683,-0.23759674,-7.126040119,-7.114734121,0.35848066,-0.003176071,-0.095257246,-0.095106114,-0.12533645,-3.759111209,-3.753147097,0.033305019,0.033252178,0.997304729,0.913793103,0.92,0.87699877,0.087016611,0.789968921,-0.034472263,-1799.559254
MD-57403450,RIVER MANIFOLD - ILAM,2022-09-29T11:33:00,9.64,10.7,8,0.262364264,6.259581464,6.522092798,-0.033323526,-0.999444617,-0.993068457,0.117537397,103.148,77.12,2.529191505,60.34236531,-0.321238791,-9.634646108,-9.573179925,85.6,2.807297625,66.97752166,-0.356561728,-10.6940574,-10.62583249,2.098914112,50.07665171,-0.266588208,-7.995556936,-7.944547656,1.642290484,-0.008742902,-0.262218551,-0.260545675,-0.208591326,-6.256104999,-6.216192906,0.033305019,0.033092543,0.992516924,0.906015038,0.914529915,0.888888889,0.207835624,0.862251012,-0.034472263,-1799.559254
MD-57464620,RIVER HAMPS - WINKHILL,2022-09-29T10:36:00,10.7,9.8,8.53,2.63905733,6.177944114,8.006367568,-0.033323526,-0.999444617,-0.933580426,0.35836795,104.86,91.271,28.23791343,66.10400202,-0.356561728,-10.6940574,-9.989310558,83.594,25.86276183,60.54385232,-0.326570555,-9.794557247,-9.149088175,22.51115902,52.69786329,-0.284249677,-8.525262583,-7.963441034,16.3039487,-0.087942696,-2.637591642,-2.463772266,-0.205870881,-6.174512989,-5.767607698,0.033305019,0.031110192,0.933061931,0.914529915,0.907407407,0.895068206,0.72520356,0.860684343,-0.034472263,-1799.559254
NW-88024649,DUBBS BECK U/S DUBBS RESERVOIR,2022-09-29T10:05:00,10.8,11.2,7.4,1.00E-07,4.762173935,2.302585093,-0.033323526,-0.999444617,-0.876726756,0.480988769,120.96,79.92,1.08E-06,51.4314785,-0.359894081,-10.79400186,-9.468648965,82.88,1.12E-06,53.33634807,-0.373223491,-11.19377971,-9.819339667,7.40E-07,35.24008712,-0.246594092,-7.395890166,-6.487777994,4.76E-07,-3.33E-09,-9.99E-08,-8.77E-08,-0.158692427,-4.759529105,-4.175125306,0.033305019,0.029215627,0.876239837,0.915254237,0.918032787,0.880952381,1.00E-07,0.826454388,-0.034472263,-1799.559254
SW-91241149,RIVER INNY U/S A30,2022-09-29T09:45:00,10.5,11.3,7.41,0.09531018,4.574710979,6.476972363,-0.033323526,-0.999444617,-0.831469612,0.555570233,118.65,77.805,1.00075689,48.03446528,-0.349897023,-10.49416848,-8.730430926,83.733,1.077005034,51.69423406,-0.376555844,-11.29372417,-9.395606616,0.706248434,33.89860835,-0.246927328,-7.405884612,-6.161189825,0.436016527,-0.003176071,-0.095257246,-0.079247518,-0.1524455,-4.572170262,-3.803733163,0.033305019,0.027707499,0.831007828,0.913043478,0.918699187,0.881093936,0.087016611,0.820618503,-0.034472263,-1799.559254
NW-88023151,RIVER GOWAN @ STUBBINGS BRIDGE,2022-09-29T09:25:00,10.2,12,7.64,0.741937345,4.605170186,3.583518938,-0.033323526,-0.999444617,-0.779884483,0.625923472,122.4,77.928,7.567760919,46.9727359,-0.339899965,-10.19433509,-7.954821727,91.68,8.90324814,55.26204223,-0.399882312,-11.9933354,-9.358613796,5.668401316,35.18350022,-0.254591739,-7.635756874,-5.95831745,3.416747741,-0.024723968,-0.741525286,-0.578625423,-0.153460508,-4.602612553,-3.59150077,0.033305019,0.025988501,0.779451348,0.910714286,0.923076923,0.884259259,0.425926539,0.821593285,-0.034472263,-1799.559254
NW-88004590,RIVER CRAKE AT WATER YEAT,2022-09-28T12:55:00,9.87,15,7.36,1.00E-07,4.060443011,3.80666249,-0.050510617,-0.998723524,-0.97134207,-0.237685892,148.05,72.6432,9.87E-07,40.07657252,-0.49853979,-9.857401182,-9.587146231,110.4,1.50E-06,60.90664517,-0.757659255,-14.98085286,-14.57013105,7.36E-07,29.88486056,-0.371758141,-7.350605137,-7.149077635,4.06E-07,-5.05E-09,-9.99E-08,-9.71E-08,-0.205095482,-4.055259953,-3.944079119,0.050446141,0.049063087,0.970102175,0.90800368,0.9375,0.880382775,1.00E-07,0.802388843,-0.053197664,-782.4068169
AN-48M08,R.WISSEY ICKBURGH RD.BR.,2022-09-26T10:52:00,7.15,11.1,7.6,0.182321557,6.418364936,7.090076836,-0.084834878,-0.996395024,-0.956304756,0.292371705,79.365,54.34,1.303599133,45.89130929,-0.606569378,-7.124224422,-6.837579005,84.36,2.023769283,71.24385079,-0.941667146,-11.05998477,-10.61498279,1.385643833,48.77957351,-0.644745073,-7.572602182,-7.267916146,1.170206289,-0.015467227,-0.181664292,-0.174354972,-0.544501206,-6.395226884,-6.137912914,0.08452905,0.081127997,0.9528573,0.877300613,0.917355372,0.88372093,0.154206405,0.865199406,-0.092698985,-276.3943571
TH-PRTS0039,ST ANNS LAKE,2022-09-23T13:18:00,8.98,18.6,7.87,1.648658626,6.413458957,7.313220387,-0.136120339,-0.99069231,-0.942641491,-0.333806859,167.028,70.6726,14.80495446,57.59286143,-1.222360644,-8.896416944,-8.464920589,146.382,30.66505044,119.2903366,-2.531838305,-18.42687697,-17.53313173,12.97494339,50.47392199,-1.071267068,-7.79674848,-7.418588534,10.57360443,-0.224415971,-1.633313423,-1.554094025,-0.873002207,-6.353764469,-6.045592514,0.134853373,0.128312679,0.933867676,0.899799599,0.948979592,0.887260428,0.622450402,0.865110199,-0.157568635,-106.4380432
TH-PRTS0043,FLEET LAKE,2022-09-23T11:33:00,8.08,18.2,7.78,1.30833282,6.461468176,2.302585093,-0.136120339,-0.99069231,-0.993068457,0.117537397,147.056,62.8624,10.57132919,52.20866286,-1.099852339,-8.004793865,-8.023993133,141.596,23.81165732,117.5987208,-2.47739017,-18.03060004,-18.07384592,10.17882934,50.27022241,-1.059016237,-7.707586172,-7.726072595,8.45375088,-0.178090707,-1.296155264,-1.299264055,-0.879537239,-6.401326833,-6.416680231,0.134853373,0.135176815,0.983825284,0.889867841,0.947916667,0.886104784,0.566786907,0.865978119,-0.157568635,-106.4380432
TH-PRTS0041,MANOR LAKE,2022-09-23T11:18:00,8.46,18,7.88,0.916290732,6.461468176,4.143134726,-0.136120339,-0.99069231,-0.983254908,0.182235525,152.28,66.6648,7.751819593,54.66402077,-1.151578068,-8.381256943,-8.318336522,141.84,16.49323318,116.3064272,-2.450166102,-17.83246158,-17.69858834,7.220370968,50.91636923,-1.072628271,-7.806655403,-7.748048675,5.920583405,-0.124725805,-0.907762182,-0.900947359,-0.879537239,-6.401326833,-6.353270297,0.134853373,0.133840991,0.974103076,0.894291755,0.947368421,0.887387387,0.478158516,0.865978119,-0.157568635,-106.4380432
TH-PRTS0038,"MEAD LAKE DITCH, U/S INTERSECTION",2022-09-23T10:40:00,7.73,15.5,7.79,0.693147181,6.476972363,5.010635294,-0.136120339,-0.99069231,-0.939692621,0.342020143,119.815,60.2167,5.358027709,50.06699637,-1.05221022,-7.658051556,-7.26382396,120.745,10.74378131,100.3930716,-2.109865255,-15.35573081,-14.56523563,5.39961654,50.45561471,-1.060377441,-7.717493095,-7.320205518,4.489495135,-0.094351429,-0.686695582,-0.651345291,-0.881647674,-6.416686712,-6.086363136,0.134853373,0.127911278,0.930946253,0.885452463,0.939393939,0.886234357,0.409383891,0.866256026,-0.157568635,-106.4380432
TH-PRTS0048,ABBEY LAKE,2022-09-23T10:27:00,8.97,17.9,7.87,2.48490665,6.445719819,9.852194258,-0.136120339,-0.99069231,-0.91879121,0.394743856,160.563,70.5939,22.28961265,57.81810678,-1.220999441,-8.886510021,-8.241557154,140.873,44.47982904,115.3783848,-2.436554068,-17.73339235,-16.44636266,19.55621534,50.72781498,-1.071267068,-7.79674848,-7.230886823,16.01701204,-0.338246336,-2.461777909,-2.283110388,-0.877393567,-6.385725057,-5.922270712,0.134853373,0.125066171,0.910239386,0.899699097,0.947089947,0.887260428,0.713048268,0.865694651,-0.157568635,-106.4380432
TH-PRTS0040,LAKE SOUTH OF GREEN LN,2022-09-23T10:09:00,6.24,16.6,7.6,0.832909123,6.461468176,3.295836866,-0.136120339,-0.99069231,-0.884987637,0.46561452,103.584,47.424,5.197352928,40.31956142,-0.849390915,-6.181920014,-5.522322855,126.16,13.82629144,107.2603717,-2.259597627,-16.44549235,-14.69079477,6.330109335,49.10715814,-1.034514576,-7.529261556,-6.725906041,5.381815792,-0.113375872,-0.825156663,-0.737114277,-0.879537239,-6.401326833,-5.718319453,0.134853373,0.120464817,0.876750446,0.861878453,0.943181818,0.88372093,0.454419214,0.865978119,-0.157568635,-106.4380432
TH-PTTB0012,BATHING WATER EEC - 3 SHELLS (11850),2022-09-22T11:02:00,9.51,16.5,8.02,0.916290732,6.646390515,2.302585093,-0.153141667,-0.988204245,-0.96814764,0.250380004,156.915,76.2702,8.713924861,63.2071738,-1.456377253,-9.39782237,-9.207084056,132.33,15.11879708,109.6654435,-2.526837506,-16.30537004,-15.97443606,7.348651671,53.30405193,-1.228196169,-7.925398045,-7.764544073,6.09002603,-0.14032229,-0.905482391,-0.88710471,-1.017839323,-6.567991321,-6.434687292,0.151335245,0.148263743,0.956727608,0.904852521,0.942857143,0.889135255,0.478158516,0.86921934,-0.180835048,-83.77626061
TH-PRTS0057,THAMES U/S OF SPELTHORNE CHANNEL INTAKE,2022-09-20T12:56:00,9.48,17.2,8,0.832909123,6.593044534,5.135798437,-0.187043349,-0.982351661,-0.970295726,-0.241921896,163.056,75.84,7.895978486,62.50206218,-1.773170949,-9.312693746,-9.198403482,137.6,14.32603692,113.400366,-3.217145603,-16.89644857,-16.68908649,6.663272984,52.74435627,-1.496346792,-7.858813288,-7.762365808,5.491406941,-0.155790112,-0.81820966,-0.808168162,-1.23318513,-6.476688249,-6.397202933,0.183742345,0.181487362,0.953171618,0.904580153,0.945054945,0.888888889,0.454419214,0.868300522,-0.230077888,-55.66255618
