sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,Cond @ 25C,Oxygen Diss,Temp Water,pH,Turbidity,E.coli C-MF,Available
AN-NE608211,DENGIE 0.5KM SOUTH OF BEACH HEAD BOUY,2008-07-24T12:07:00,,7.36,19.25,8.02,1,829,5
SW-70510155,RIVER EXE AT COCKWOOD,2004-09-13T14:45:00,,8.73,17.8,8.29,1,829,5
AN-NE0530,PYEFLEET CHANNEL W OF PEWIT ISLAND,2006-04-27T14:08:00,,10.2,12.29,8.27,1,829,5
AN-NE608211,DENGIE 0.5KM SOUTH OF BEACH HEAD BOUY,2005-05-11T11:17:00,,11,11.73,8.25,1,829,5
AN-BE11,R.BLACKWATER SOUTH EAST OF TOLLESBURY,2007-05-16T12:21:00,,8.69,13.2,8.17,1,827,5
AN-RE03,R.ROACH MONKTON QUAY FOULNESS,2010-03-15T14:05:00,,12,4.808,8.14,1,827,5
AN-NE04,R.COLNE OFF BATEMANS TOWER,2007-05-16T14:13:00,,8.52,13.6,8.14,1,827,5
AN-BE600213,STROOD CHANNEL OPPOSITE SLIP,2006-01-30T11:57:00,,9.99,3,8.1,1,827,5
NW-88003594,RIBBLE ESTUARY AT 10TH MILE POST,2009-11-18T11:11:00,,9.4,10.063,8.1,1,827,5
SW-82518087,CAMEL EST GENTLE JANE SHELLFISH FLESH,2006-01-30T12:30:00,,10.2,3.51,8.06,1,820,5
AN-RE600184,MAPLIN SAND 2 MILE W BLACKTAIL SPIT BUOY,2008-12-16T13:52:00,,9.92,3.96,8,1,820,5
AN-CE09,R.CROUCH NORTH FAMBRIDGE,2010-07-09T15:29:00,,6.97,23.619,7.97,1,820,5
SO-G0003715,CENTRAL SOLENT-SHELLFISH WATER,2013-01-10T10:16:00,,8.87,8.83,7.94,1,820,5
AN-NE0530,PYEFLEET CHANNEL W OF PEWIT ISLAND,2009-07-07T11:16:00,,7.3,19.67,7.92,1,820,5
NW-88003594,RIBBLE ESTUARY AT 10TH MILE POST,2007-04-17T11:00:00,,11.5,10.8,8.55,1,820,5
NW-88003594,RIBBLE ESTUARY AT 10TH MILE POST,2008-10-14T10:42:00,,8.81,13.19,8.054,1,820,5
NW-88003594,RIBBLE ESTUARY AT 10TH MILE POST,2009-01-13T11:45:00,,10.7,5.1,8,1,820,5
AN-NE04,R.COLNE OFF BATEMANS TOWER,2009-07-07T11:03:00,,7.25,20.09,7.93,1,820,5
AN-RE08,R.ROACH EAST END PAGLESHAM,2010-03-15T13:35:00,,12.9,5.326,8.33,1,820,5
AN-CE09,R.CROUCH NORTH FAMBRIDGE,2004-11-30T12:20:00,,11,7.42,8.24,1,820,5
SO-E0001326,PEGWELL BAY (SURFACE),2010-02-19T12:11:00,,10.1,3.897,8.15,1,820,5
AN-NE608211,DENGIE 0.5KM SOUTH OF BEACH HEAD BOUY,2007-05-16T10:53:00,,8.74,13.06,8.14,1,820,5
AN-NE608211,DENGIE 0.5KM SOUTH OF BEACH HEAD BOUY,2010-03-16T12:22:00,,10.8,4.51,8.11,1,820,5
AN-62M01,R.OUSE THE POINT KINGS LYNN,2010-07-27T18:16:00,,7.07,20.717,8.04,1,820,5
AN-NE608211,DENGIE 0.5KM SOUTH OF BEACH HEAD BOUY,2006-01-30T11:39:00,,10.3,3.69,8.04,1,820,5
AN-RE600184,MAPLIN SAND 2 MILE W BLACKTAIL SPIT BUOY,2009-09-21T11:55:00,,7.36,16.65,8.02,1,820,5
NW-88003594,RIBBLE ESTUARY AT 10TH MILE POST,2010-10-06T09:28:00,,8.31,13.514,7.94,1,820,5
SW-70610159,RIVER TEIGN AT LOWER ESTUARY,2003-05-09T14:00:00,,10.1,12.7,7.61,1,820,5
AN-62M01,R.OUSE THE POINT KINGS LYNN,2008-08-14T16:07:00,9.69,8.44,18.16,,1,819,5
AN-HW1520,HAMFORD WATER THE TWIZZLE OFF TITCHMARSH,2010-08-03T14:30:00,,8.11,20.7,8.42,1,818,5
SW-50024445,BOSCOMBE PIER (19060),2000-06-14T11:50:00,,10.3,16,8.16,1,818,5
SW-70114448,LYME REGIS FRONT BEACH (21500),2004-06-28T11:20:00,,8.7,16.2,8.1,1,818,5
TH-PGWL0118,KEYNES COUNTRY PARK LAKE 32 (11760),2003-09-17T11:10:00,,8.63,19,8.07,1,811,5
SW-73010147,TAW-TORRIDGE ESTUARY MOUTH SHELLFISH W,2001-11-23T11:30:00,,11.5,10.8,8.03,1,810,5
TH-PGWL0118,KEYNES COUNTRY PARK LAKE 32 (11760),2004-07-20T10:55:00,,6.58,19.34,8.014,1,810,5
SW-82518086,CAMEL SHELLFISH WATER,2001-07-05T08:40:00,,9.21,15.7,8,1,810,5
SW-70814660,START BAY SHELLFISH SITE,2008-03-11T10:40:00,,8.31,9.7,8,1,810,5
SW-60010410,BURNHAM JETTY,2004-06-22T10:50:00,,11.9,18,7.96,1,800,5
AN-SO508754,"SOUTHWOLD,THE DENES (10850)",2002-05-15T12:05:00,48300,,13,7.8,1,800,5
TH-PBRE9999,BRENT CATCHMENT EFFLUENT N.C.R.S,2023-03-28T14:58:00,5619,,9.6,8.1,1,780,5
TH-PWER9999,WEY CATCHMENT RIVER N.C.R.S,2010-08-18T09:50:00,222,,18.39,8.15,1,780,5
SO-DUMPSTOU,DUMP STOUR,2014-06-13T14:00:00,375,,26.1,8.05,1,780,5
TH-PGWLN999,ENCLOSED WATER / LAKE N.C.R.S (N),2021-05-05T11:24:00,1315,,12,8.05,1,780,5
SW-50370220,STOUR AT CONIFER CLOSE,2007-03-28T15:30:00,,15,12.1,8.25,1,780,5
NE-45500012,H'POOL PWR STN MAIN COOLING WATER UNIT 2,2012-11-22T14:41:00,46728,,19.76,8.2,1,780,5
TH-PGWL0034,"FRENSHAM GREAT POND, BEACH (11945)",2013-08-28T14:30:00,265,,21.5,8.18,1,780,5
TH-PRTS0019,WRAYSBURY II (S),2021-09-17T12:43:00,,15.4,19.9,8.15,1,780,5
SW-82513209,LITTLE PETHERICK CREEK SHELLFISH,2006-05-15T14:45:00,,13.5,18.6,8.1,1,780,5
NE-45400075,"STELL JUST WEST O BRENDA RD,SEATON CAREW",2012-08-24T12:27:00,1221,,16.15,8.1,1,780,5
TH-PGWL0034,"FRENSHAM GREAT POND, BEACH (11945)",2013-08-19T12:35:00,276,,19.7,8.1,1,780,5
NE-45500299,HARTLEPOOL PWER STN COOLING WATER INTAKE,2012-11-22T14:15:00,44458,,8.97,8.1,1,780,5
TH-PRTS0019,WRAYSBURY II (S),2021-09-12T12:59:00,,15.9,21.3,8.05,1,780,5
NE-45400075,"STELL JUST WEST O BRENDA RD,SEATON CAREW",2013-02-28T15:35:00,1645,,5.2,8,1,780,5
TH-PRTS0019,WRAYSBURY II (S),2021-08-15T13:36:00,,23,22.3,7.99,1,780,5
SW-50040123,EAST FLEET AT THE NARROWS(MID CHANNEL),2002-04-22T11:13:00,,12.5,14.18,7.9,1,780,5
AN-22M18A,GRAFHAM WATER RESERVOIR,2002-08-23T14:31:00,812,,20.84,7.7,1,780,5
TH-PGWL0034,"FRENSHAM GREAT POND, BEACH (11945)",2013-08-13T15:30:00,285.9,,20.8,7.54,1,780,5
NE-45500012,H'POOL PWR STN MAIN COOLING WATER UNIT 2,2012-11-13T12:15:00,49983,,22.05,7.89,1,780,5
TH-PRTS0019,WRAYSBURY II (S),2021-09-22T13:24:00,,16.6,19.6,7.56,1,780,5
NE-45500299,HARTLEPOOL PWER STN COOLING WATER INTAKE,2012-11-13T11:52:00,48926,,10.17,7.61,1,780,5
SW-81218801,INVESTIGATION IN CATCHMENT 12A,2024-09-10T13:28:00,418,,16.6,7.35,1,780,5
TH-PWER0194,WHITMORE VALE STREAM AT OUTLET FROM FREN,2013-08-19T12:52:00,270,,19.8,7.16,1,780,5
NE-45500011,H'POOL PWR STN MAIN COOLING WATER UNIT 1,2012-11-13T12:08:00,50556,,21.31,7.47,1,780,5
SW-50040123,EAST FLEET AT THE NARROWS(MID CHANNEL),2003-06-26T14:59:00,,9.84,20.09,7.39,1,780,5
NW-88003846,RIVER BROCK PTC NEW DRAUGHT BROOK,2007-04-04T13:40:00,,16.8,9.7,7.44,1,780,5
NW-88003846,RIVER BROCK PTC NEW DRAUGHT BROOK,2007-04-19T14:20:00,,13.7,12.4,7.23,1,780,5
NW-88003594,RIBBLE ESTUARY AT 10TH MILE POST,2007-03-07T12:24:00,,9.5,7.7,7.5,1,780,5
SW-50040123,EAST FLEET AT THE NARROWS(MID CHANNEL),2005-05-17T12:24:00,,9.44,12.05,7.23,1,780,5
NE-45400075,"STELL JUST WEST O BRENDA RD,SEATON CAREW",2013-05-23T15:46:00,1403,,10.9,7.23,1,780,5
TH-PUTR9999,UPPER THAMES CATCHMENT RIVER N.C.R.S,2022-07-07T15:15:00,411.4,,19.9,7.41,1,780,5
NE-45400075,"STELL JUST WEST O BRENDA RD,SEATON CAREW",2012-09-17T12:55:00,1414,,13.86,7.25,1,780,5
NE-45600111,AD HOC SAMPLES IN AREA 256,2014-03-05T10:50:00,463,,5.2,8.05,1,780,5
SW-50040123,EAST FLEET AT THE NARROWS(MID CHANNEL),2001-06-01T10:55:00,,8.28,15.74,7.09,1,780,5
SO-Y0004269,GURNARD BAY (17700),2003-09-03T11:40:00,,11,19.1,7.29,1,780,5
TH-PRTS0059,LITTLETON NORTH,2023-02-15T11:43:00,,10.3,6.5,7.24,1,780,5
SO-Y0017476,NEWTOWN HARBOUR-SFW,2007-07-05T14:37:00,,7.91,16.848,7.32,1,780,5
TH-PWER0194,WHITMORE VALE STREAM AT OUTLET FROM FREN,2013-08-28T14:53:00,266,,21.6,7.06,1,780,5
AN-MISCTM57,MISC.10KM SQ SOUTHWOLD..............TM57,2018-09-06T13:25:00,50972,,20.3,7.4,1,780,5
TH-PUTR9999,UPPER THAMES CATCHMENT RIVER N.C.R.S,2022-07-07T15:05:00,410.5,,19.7,7.27,1,780,5
TH-PRTS0060,LITTLETON EAST,2023-02-15T12:35:00,,11,7,8.36,1,780,5
SW-50040123,EAST FLEET AT THE NARROWS(MID CHANNEL),2009-05-01T10:01:00,,8.78,13.6,7.24,1,780,5
NE-45600233,SANDSWATH BECK U/S KINGFISHER DRIVE SWO,2012-09-06T15:15:00,,8.99,13.08,6.99,1,780,5
NE-49700315,WHARFE 02 - RIVER SKIRFARE TO RIVER DIBB,2023-09-04T11:07:00,330,,16.6,6.82,1,780,5
TH-PWER0194,WHITMORE VALE STREAM AT OUTLET FROM FREN,2013-08-13T15:10:00,286.5,,18.9,6.47,1,780,5
TH-PGWL0034,"FRENSHAM GREAT POND, BEACH (11945)",2013-08-07T10:45:00,286.5,,21.2,10.541,1,780,5
MD-64411500,POWELLS POOL - OFF BOAT ACCESS RAMP,2022-07-27T11:05:00,380.5,,19.9,10.37,1,780,5
TH-PGWL0034,"FRENSHAM GREAT POND, BEACH (11945)",2013-07-02T13:20:00,277.4,,20,10.14,1,780,5
TH-PRTS0019,WRAYSBURY II (S),2021-07-23T13:05:00,,22.7,25.8,9.85,1,780,5
NE-45500041,"H'POOL PWR STN ""ESSENTIAL"" COOLING WATER",2012-11-13T11:44:00,50163,,16.35,9.81,1,780,5
SW-50040123,EAST FLEET AT THE NARROWS(MID CHANNEL),2002-05-31T13:41:00,,14.2,16.11,9.79,1,780,5
TH-PRTS0014,KINGSMEAD ISLAND LAKE,2021-07-13T13:09:00,,13.9,20.8,9.77,1,780,5
AN-22M18A,GRAFHAM WATER RESERVOIR,2002-11-18T12:00:00,799,,9.09,9.7,1,780,5
SW-70314533,SIDMOUTH (TOWN WEST END) BEACH (21800),2022-07-19T11:05:00,390.6,,25.1,9.7,1,780,5
TH-PRTS0019,WRAYSBURY II (S),2021-07-13T13:38:00,,20.3,21.2,9.64,1,780,5
AN-SB0185,HANNINGFIELD RESERVOIR,2006-03-22T10:35:00,,16.9,3.99,9.53,1,780,5
TH-PRTS0019,WRAYSBURY II (S),2021-08-20T10:31:00,,13.5,19.5,9.5,1,780,5
NW-88004079,LUNE ESTUARY PLOVER SCAR,2010-11-05T09:32:00,,8.98,11.373,9.47,1,780,5
TH-PGWLN999,ENCLOSED WATER / LAKE N.C.R.S (N),2021-05-05T11:15:00,1294,,13.7,9.45,1,780,5
NW-88003843,RIVER BROCK AT A6 ROAD  BRIDGE,2013-03-20T10:28:00,,13.9,3.6,9.4,1,780,5
NE-49000325,STAITHES BECK - U/S DALEHOUSE PUB,2002-05-17T14:35:00,,11.6,13.9,9.4,1,780,5
NE-45500286,STELL OFF SEATON LANE (B1276) TRIB 1,2012-07-27T13:35:00,1356,,16.1,9.4,1,780,5
TH-PGWLN999,ENCLOSED WATER / LAKE N.C.R.S (N),2021-05-05T09:43:00,1248,,12,9.39,1,780,5
AN-22M18A,GRAFHAM WATER RESERVOIR,2002-05-20T10:30:00,813,,14.5,9.38,1,780,5
NE-49705000,WHARFE AT CROMWHEEL - ILKLEY (08901),2022-07-13T16:12:00,204,,22.1,9.37,1,780,5
AN-SB0185,HANNINGFIELD RESERVOIR,2004-06-28T11:12:00,,14.3,19.66,9.28,1,775,5
NW-88003843,RIVER BROCK AT A6 ROAD  BRIDGE,2013-09-05T15:17:00,,11.3,16.2,9.27,1,775,5
AN-SB0185,HANNINGFIELD RESERVOIR,2006-09-27T13:55:00,,10.1,18.24,9.27,1,775,5
SW-50040123,EAST FLEET AT THE NARROWS(MID CHANNEL),2004-04-27T11:37:00,,8.6,16.03,9.27,1,774,5
NE-45400054,STELL BETWEEN RAILWAY & BRIGANDINE CLOSE,2012-12-12T14:11:00,2895,,10.8,9.25,1,774,5
TH-PRTS0016,SUNNYMEADS 5,2019-09-03T11:03:00,479.2,,18.4,9.25,1,773,5
NE-49705000,WHARFE AT CROMWHEEL - ILKLEY (08901),2022-07-13T17:17:00,209,,21.9,9.24,1,770,5
SO-F0002000,PEVENSEY HAVEN BROAD,2022-07-13T16:42:00,206,,21.9,9.2,1,770,5
NE-49705000,WHARFE AT CROMWHEEL - ILKLEY (08901),2022-07-13T15:46:00,205,,22.2,9.2,1,770,5
SW-60010832,CANNINGTON BROOK AT A39 ROAD BRIDGE,2012-09-07T12:55:00,1729,,16.47,9.17,1,770,5
TH-PRTS0014,KINGSMEAD ISLAND LAKE,2021-09-17T13:30:00,,10.5,20.7,9.15,1,770,5
SW-50040123,EAST FLEET AT THE NARROWS(MID CHANNEL),2000-05-30T11:47:00,,9.83,13.76,9.15,1,770,5
NE-45500041,"H'POOL PWR STN ""ESSENTIAL"" COOLING WATER",2012-11-22T14:05:00,49231,,13.26,9.12,1,770,5
SW-70410102,RIVER OTTER AT ESTUARY MOUTH,2012-05-28T12:55:00,862,,20.6,9.12,1,770,5
NE-49705000,WHARFE AT CROMWHEEL - ILKLEY (08901),2022-07-13T15:14:00,208,,22.4,9.12,1,770,5
NE-45600111,AD HOC SAMPLES IN AREA 256,2013-04-18T12:15:00,1370,,9.3,9.1,1,770,5
TH-PGWLN999,ENCLOSED WATER / LAKE N.C.R.S (N),2021-05-05T11:01:00,1267,,12.8,9.1,1,770,5
SO-E0001215,SANDWICH TOLL BRIDGE,2012-05-28T11:56:00,950,,20.5,9.1,1,770,5
SO-E0001517,GREATSTONE PUMPING STN,2010-12-14T10:51:00,2010,,5.5,9.07,1,770,5
NE-44500393,AD HOC SAMPLES IN AREA 245,2024-06-19T10:55:00,403,,17.5,9.07,1,770,5
NE-49700245,WHARFE AT BURNSALL BRIDGE,2022-07-13T17:05:00,329,,20.3,9.06,1,770,5
SW-73010260,TAW SHELLFISH WATER,2009-03-19T12:19:00,,13.3,11.2,9.04,1,770,5
NW-88021943,HAVERIGG STREAM AT BRIDGE,2006-08-30T15:41:00,,12.1,16.3,9.03,1,770,5
NW-88003423,STOCK BECK ABOVE BARNOLDSWICK STW,2013-08-14T15:10:00,,11.1,16.9,9.03,1,770,5
SO-G0003530,LEE-ON-SOLENT (16800),2002-07-30T14:10:00,,10.1,20.6,9.025,1,770,5
TH-PRTS0019,WRAYSBURY II (S),2021-07-29T12:33:00,,10.1,20.3,9.02,1,770,5
NE-42100110,"ABOVE MUSSEL BEDS, HOLY ISLAND",2002-08-05T10:35:00,,9.05,18.1,9.02,1,770,5
NE-42100110,"ABOVE MUSSEL BEDS, HOLY ISLAND",2003-08-07T10:33:00,,7.85,14.8,9.01,1,770,5
SW-E0900590,DUNSTER CARPARK,2012-06-24T10:25:00,1576,,13.1,9.01,1,770,5
NE-49700245,WHARFE AT BURNSALL BRIDGE,2022-06-23T16:44:00,339,,19.6,9.01,1,770,5
NE-49705000,WHARFE AT CROMWHEEL - ILKLEY (08901),2022-07-13T14:11:00,207,,21.6,9.01,1,770,5
TH-PGWL0034,"FRENSHAM GREAT POND, BEACH (11945)",2013-07-22T14:10:00,294,,25.8,8.95,1,770,5
TH-PRTS0019,WRAYSBURY II (S),2021-08-25T13:10:00,,10.7,20,8.94,1,770,5
NE-45600111,AD HOC SAMPLES IN AREA 256,2013-04-18T12:03:00,1359,,9.3,8.93,1,770,5
SO-F0003449,R LAVANT APULDRAM LANE ROAD BR,2013-04-08T14:05:00,525.1,,8.9,8.92,1,770,5
TH-PRTS0019,WRAYSBURY II (S),2021-08-12T11:08:00,,22.1,21,8.92,1,770,5
AN-22M18A,GRAFHAM WATER RESERVOIR,2004-03-19T11:00:00,,13.4,7.38,8.92,1,770,5
TH-PRTS0021,SILVERWINGS,2023-04-14T09:25:00,,12,11.5,8.92,1,770,5
AN-PITS030D,PITSFORD RESERVOIR SURFACE SAMPLE,2005-02-21T14:15:00,,11.9,4.67,8.92,1,770,5
TH-PRTS0014,KINGSMEAD ISLAND LAKE,2021-09-12T12:10:00,,8.6,20.9,8.92,1,770,5
NE-45400075,"STELL JUST WEST O BRENDA RD,SEATON CAREW",2012-07-17T12:45:00,1264,,16.4,8.91,1,770,5
SO-DUMPSTOU,DUMP STOUR,2015-03-16T15:12:00,833,,10.5,8.91,1,770,5
NE-49700245,WHARFE AT BURNSALL BRIDGE,2022-06-23T15:35:00,346,,19.1,8.91,1,770,5
NE-49700245,WHARFE AT BURNSALL BRIDGE,2022-07-13T16:39:00,336,,20.3,8.91,1,770,5
TH-PWER0194,WHITMORE VALE STREAM AT OUTLET FROM FREN,2013-09-18T14:30:00,271.5,,14.6,8.91,1,770,5
NE-49705000,WHARFE AT CROMWHEEL - ILKLEY (08901),2022-07-13T13:13:00,209,,21.2,8.91,1,770,5
NE-49705000,WHARFE AT CROMWHEEL - ILKLEY (08901),2022-07-13T14:43:00,205,,21.5,8.91,1,770,5
SW-50040123,EAST FLEET AT THE NARROWS(MID CHANNEL),2010-04-08T11:41:00,,9.22,10.46,8.91,1,770,5
NE-45600111,AD HOC SAMPLES IN AREA 256,2013-04-18T12:55:00,1191,,9.2,8.9,1,770,5
TH-PGWL0229,FIDDLERS ISLAND,2023-09-03T10:11:00,652,,17.1,8.9,1,770,5
SW-50040123,EAST FLEET AT THE NARROWS(MID CHANNEL),2008-07-01T15:00:00,,10.1,20.45,8.9,1,770,5
NE-49705000,WHARFE AT CROMWHEEL - ILKLEY (08901),2022-07-13T13:40:00,207,,21.3,8.9,1,770,5
NE-49700245,WHARFE AT BURNSALL BRIDGE,2022-07-13T16:05:00,338,,20.2,8.89,1,766,5
NE-49705000,WHARFE AT CROMWHEEL - ILKLEY (08901),2022-07-13T12:41:00,206,,20.9,8.89,1,766,5
SO-Y0017474,YARMOUTH-SHELLFISH WATER,2007-07-05T14:18:00,,7.88,16.539,8.89,1,760,5
NE-45600111,AD HOC SAMPLES IN AREA 256,2013-04-18T11:52:00,1389,,10.4,8.88,1,760,5
TH-PRTS0015,SUNNYMEADS 6,2019-09-03T11:15:00,495.6,,19.8,8.88,1,760,5
SW-82114893,MARAZION (30200),2022-07-12T11:10:00,388,,23.02,8.88,1,760,5
TH-PRTS0029,KINGSMEAD 1 (S),2021-07-13T13:15:00,,13,21,8.87,1,760,5
TH-PRTS0029,KINGSMEAD 1 (S),2021-08-15T10:29:00,,12.7,20.3,8.87,1,760,5
TH-PRTS0019,WRAYSBURY II (S),2021-08-03T10:14:00,,10.8,19.3,8.87,1,760,5
AN-MISCTF63,MISC.10KM SQ HEACHAM................TF63,2008-07-03T12:15:00,791,,19.32,8.86,1,760,5
SO-G0003625,HERMITAGE STREAM - NEW ROAD,2013-06-24T09:37:00,,14.9,13.2,8.86,1,760,5
NW-88003846,RIVER BROCK PTC NEW DRAUGHT BROOK,2007-03-22T14:15:00,,14.8,6.8,8.86,1,760,5
NW-88003415,RIVER RIBBLE AT SETTLE WEIR,2007-03-14T12:35:00,,13.6,9.1,8.85,1,760,5
NE-45600132,STAITHES BECK U/S STEPPING STONES,2002-08-30T13:19:00,,12.3,16.8,8.85,1,760,5
NE-49000325,STAITHES BECK - U/S DALEHOUSE PUB,2002-05-20T14:32:00,,11.5,14.6,8.85,1,760,5
SO-E0000031,WALPOLE BAY (12630),2002-08-21T12:05:00,,11.4,19.4,8.85,1,760,5
NE-49000342,STAITHES BECK 40M D/S CP FOOTBRIDGE,2002-05-20T14:22:00,,11.4,14.8,8.84,1,760,5
NW-88020689,TROUT BECK AT TROUT BECK BRIDGE,2008-06-04T11:27:00,,11.4,12.6,8.84,1,760,5
SW-81010811,SILVERBRIDGE LAKE @ KITLEY LAKE OUTFLOW,2004-05-21T11:15:00,,10.6,17.7,8.84,1,760,5
NE-49000342,STAITHES BECK 40M D/S CP FOOTBRIDGE,2002-05-28T14:53:00,,10.5,13.3,8.84,1,760,5
NW-88003846,RIVER BROCK PTC NEW DRAUGHT BROOK,2007-09-17T14:50:00,,10.5,12.9,8.84,1,760,5
SW-73010260,TAW SHELLFISH WATER,2005-06-17T08:15:00,,9.47,16.4,8.84,1,760,5
NE-45600135,GALLON SIKE,2002-06-28T10:34:00,,7.9,12.3,8.84,1,760,5
NE-45600111,AD HOC SAMPLES IN AREA 256,2013-04-18T12:49:00,1177,,11,8.84,1,760,5
NE-49700245,WHARFE AT BURNSALL BRIDGE,2022-07-13T15:36:00,341,,20,8.84,1,760,5
NE-49700239,WHARFE AT BOLTON BRIDGE,2022-07-13T17:07:00,185,,20.5,8.83,1,760,5
TH-PRTS0019,WRAYSBURY II (S),2021-07-07T11:59:00,,13.5,19.2,8.8,1,760,5
TH-PRTS0019,WRAYSBURY II (S),2021-09-27T13:52:00,,11,18.1,8.8,1,760,5
SW-60049999,MISCELLANEOUS AXE (SOMERSET) CATCHMENT,2012-09-27T12:15:00,,10.9,15.9,8.8,1,760,5
NE-45500286,STELL OFF SEATON LANE (B1276) TRIB 1,2013-02-28T15:05:00,1853,,4,8.8,1,760,5
TH-PGWL0217,"SERPENTINE AT OUTLET, HYDE PARK",2021-07-29T11:27:00,1251,,21,8.8,1,760,5
SO-E0001228,GREAT STOUR GEGB FOOTBRIDGE,2009-04-06T13:55:00,1021,,12.81,8.8,1,760,5
NE-45401462,BURN VALLEY BECK AT BURN VALLEY GARDENS,2012-07-27T14:39:00,461,,19.1,8.8,1,760,5
AN-ANCN5,R.ANCHOLME CADNEY BOTTOM,2006-06-28T12:35:00,,14.9,18.39,8.8,1,760,5
AN-22M18A,GRAFHAM WATER RESERVOIR,2005-06-01T09:50:00,,12.6,14.98,8.8,1,760,5
AN-ANCN5,R.ANCHOLME CADNEY BOTTOM,2004-06-24T13:20:00,,11.6,17.33,8.8,1,760,5
AN-FRT010,FRITTON LAKES LOUND RUN,2004-08-26T11:25:00,,11.1,18.74,8.8,1,760,5
TH-PRTS0018,SUNNYMEADS 3,2021-09-12T11:37:00,,9.55,20.2,8.8,1,760,5
SO-DUMPSTOU,DUMP STOUR,2024-07-31T11:30:00,9579,,22.9,8.8,1,760,5
NE-49700245,WHARFE AT BURNSALL BRIDGE,2022-06-23T15:06:00,346,,18.9,8.8,1,760,5
NE-49700239,WHARFE AT BOLTON BRIDGE,2022-07-13T17:24:00,186,,20.7,8.8,1,760,5
AN-SB0185,HANNINGFIELD RESERVOIR,2004-03-26T10:00:00,,14,7.3,8.8,1,760,5
SO-DUMPSTOU,DUMP STOUR,2024-07-31T11:47:00,4372,,22.8,8.8,1,760,5
TH-PRGR9999,RODING / INGREBOURNE CATCHMENT RIVER N.C,2023-08-14T12:18:00,904,,17.4,8.8,1,760,5
AN-22M18A,GRAFHAM WATER RESERVOIR,2004-07-30T09:30:00,,13.3,19.72,8.78,1,760,5
AN-ANCN5,R.ANCHOLME CADNEY BOTTOM,2005-06-29T12:30:00,,13.1,19.73,8.78,1,760,5
SW-70640104,TEIGNMOUTH BACK BEACH,2013-06-27T11:30:00,,9.24,16.5,8.78,1,760,5
MD-64411500,POWELLS POOL - OFF BOAT ACCESS RAMP,2022-06-28T13:15:00,382,,18.7,8.78,1,760,5
TH-PGWL0034,"FRENSHAM GREAT POND, BEACH (11945)",2013-06-26T14:35:00,277,,18.1,8.78,1,760,5
NE-49700239,WHARFE AT BOLTON BRIDGE,2022-07-13T16:07:00,186,,20.7,8.78,1,760,5
SW-50040123,EAST FLEET AT THE NARROWS(MID CHANNEL),2000-03-27T11:25:00,,12,8.76,8.77,1,760,5
TH-PRTS0029,KINGSMEAD 1 (S),2021-09-12T12:27:00,,9.15,20.9,8.77,1,760,5
TH-PGWL9999,ENCLOSED WATER / LAKE N.C.R.S,2022-02-23T10:40:00,1252,,7.1,8.77,1,760,5
NE-49700245,WHARFE AT BURNSALL BRIDGE,2022-06-23T14:05:00,351,,18.5,8.77,1,760,5
NE-49700245,WHARFE AT BURNSALL BRIDGE,2022-07-13T15:05:00,345,,19.7,8.77,1,760,5
NE-49705127,WHARFE D/S HEBDEN STW,2023-09-04T13:01:00,339,,16,8.77,1,760,5
NE-49705000,WHARFE AT CROMWHEEL - ILKLEY (08901),2022-07-13T12:14:00,207,,20.2,8.76,1,760,5
TH-PRTS0014,KINGSMEAD ISLAND LAKE,2021-09-06T12:29:00,,9.76,20.5,8.76,1,760,5
TH-PRTS0014,KINGSMEAD ISLAND LAKE,2021-09-22T13:48:00,,8.98,19.8,8.76,1,760,5
NE-45401034,AD HOC SAMPLES IN AREA 254,2013-03-05T11:20:00,1298,,3.5,8.75,1,760,5
TH-PGWL0215,SERPENTINE AT INLET FROM DIANA BH,2021-07-29T10:30:00,1249,,21.1,8.75,1,760,5
TH-PGWLW999,ENCLOSED WATER / LAKE N.C.R.S (W),2018-03-22T10:28:00,997,,6.7,8.75,1,760,5
TH-PTHR9999,THAMES CATCHMENT RIVER N.C.R.S,2013-05-13T14:05:00,587.1,,13.4,8.75,1,760,5
TH-PWER0194,WHITMORE VALE STREAM AT OUTLET FROM FREN,2013-08-07T11:30:00,285.7,,20.3,8.75,1,760,5
NE-49705000,WHARFE AT CROMWHEEL - ILKLEY (08901),2021-08-16T16:07:00,266,,16.5,8.75,1,760,5
NE-49705000,WHARFE AT CROMWHEEL - ILKLEY (08901),2021-08-16T16:37:00,266,,16.4,8.75,1,760,5
NW-88009859,MORECAMBE NORTH AT TOWN HALL (43550),2021-08-16T17:05:00,266,,16.5,8.75,1,760,5
AN-FRT015,FRITTON LAKES LOUND MILL WATER,2004-06-09T16:05:00,,13.4,24.3,8.74,1,760,5
SW-50040123,EAST FLEET AT THE NARROWS(MID CHANNEL),2008-04-30T14:27:00,,9.33,12.08,8.73,1,760,5
SW-73110933,ROSEA STREAM AT LIBRA GARDENS,2013-04-18T11:40:00,1415,,8.63,8.73,1,760,5
SW-50030203,ULWELL STREAM,2013-09-18T13:10:00,808,,15,8.73,1,760,5
NE-49705126,WHARFE U/S HEBDEN STW,2023-09-04T12:31:00,338,,15.1,8.72,1,760,5
NE-49700239,WHARFE AT BOLTON BRIDGE,2021-08-16T17:14:00,247,,16,8.72,1,760,5
